node,name,type,neighbors,connections
"(:Concept {section: 4.1 Adding the Next Time operator,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: In forward-discrete, linear temporal models \(\mathcal{M}=
\left\langle T,\prec, V \right\rangle\) without end point, where every
instant \(t\) has a unique immediate successor \(s(t),\) it is natural
to add a new temporal operator \(X\) (“NeXt Time”
or “Tomorrow”) with the following
 semantics:[2]})",null,logic_concept,[],1
"(:Concept {section: 4.1 Adding the Next Time operator,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: That is, \(X\varphi\) is true at a time instant \(t\) iff \(\varphi\)
is true at the immediate successor \(s(t)\) of \(t\). The Next
Time operator was already mentioned by Prior (1967, Chapter
IV.3), but its importance was first fully appreciated in the context
of LTL.})",null,logic_concept,[],1
"(:Concept {section: 4.1 Adding the Next Time operator,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: It also enables a recursive fixed point definition of \(G\) and, on
the ordering of the natural numbers, the operators \(X\) and \(G\)
satisfy an induction principle. Assuming the reflexive closure of the
precedence relation \(\prec\), as is common in computer science, these
properties can be expressed as follows:})",null,logic_concept,[],1
"(:Concept {section: 4.1 Adding the Next Time operator,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: In the language with \(G,H,\) and \(X\), these principles can be used
to provide sound and complete axiomatizations of the temporal logic of
forward-discrete, linear orderings without end points and the natural
numbers with successor function, respectively:})",null,logic_concept,[],1
"(:Concept {section: 4.1 Adding the Next Time operator,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: \(\mathbf{L}_{t}(X) = \mathbf{L}_{t}\) + (K\(_{X}\)) + (FUNC) +
(FP\(_{G}\)): all forward-discrete, linear orderings without end
points.

\(\mathbf{N}_{t}(X) = \mathbf{N}_{t}\) + (K\(_{X}\)) + (FUNC) +
(FP\(_{G}) \) + (IND): \(\left\langle \mathbf{N},s,\leq
\right\rangle,\) where \(s(n) = n+1.\)})",null,logic_concept,[],1
"(:Concept {section: 4.1 Adding the Next Time operator,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: A past analogue of \(X\), usually denoted \(Y\)
(“Yesterday”), can be defined and axiomatized
likewise. For details, see Goldblatt (1992) and Andréka et al.
(1995).})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Perhaps the most important extension of Prior’s basic tense
logic TL over linear time was the introduction of the binary temporal
operators \(S\) (“Since”) and \(U\)
(“Until”) by Hans Kamp in his doctoral
dissertation (Kamp 1968). The intuitive meanings of these
 are[3]})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: For instance, the sentence “I will keep trying until I
succeed” can be formalized as: \(\mathsf{try}\,
U\,\mathsf{succeed}.\) As another example, “Ever since Mia left
home, Joe has been unhappy and has been drinking until losing
consciousness” translates as:})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The formal semantics of \(S\) and \(U\) in a temporal model
\(\mathcal{M} = \langle T,\prec,V\rangle\) is given by the following
two clauses:})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: These are the ‘strict’ versions of \(S\) and \(U\),
prevalent in philosophy. In computer science, usually reflexive
versions of the semantics clauses are considered.})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Prior’s temporal operators \(P\) and \(F\) are definable in
terms of \(S\) and \(U\):})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: On irreflexive, forward-discrete, linear temporal orders without end
point, \(S\) and \(U\) also allow for a definition of the Next
Time operator \(X\):})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: This definition fails on reflexive temporal orders, which shows that
the strict versions of \(S\) and \(U\) are more expressive than their
reflexive
 counterparts.[4]
 Other operators can be defined in terms of \(S\) and \(U\) as well,
such as for instance Before, given by \(\varphi B\psi :=\lnot
((\lnot \varphi)U\psi)\) with intuitive reading “If \(\psi\)
will be the case in the future, \(\varphi\) will occur before
\(\psi\)”.})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Temporal languages with Since and Until afford great
expressive power. Kamp (1968) proved the following remarkable
result:})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Every temporal operator on a class of continuous, strict linear
orderings that is definable in first-order logic is expressible in
terms of \(S\) and \(U\).})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The result was later extended by Stavi to all linear orders, by
introducing two additional operators. However, it turns out that no
finite number of new operators can make the temporal language
functionally complete on all partial orderings, as shown by
Gabbay. See Gabbay et al. (1994) for an overview of these results.})",null,logic_concept,[],1
"(:Concept {section: 4.2 Adding Since and Until,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: A complete axiomatic system for the Since-Until logic on the class of
all reflexive linear orderings was provided by Burgess (1982a) and
further simplified by Xu (1988). Extensions of this axiomatization for
strict linear orderings were obtained by Venema (1993) and Reynolds
(1994; 1996). For details and related results, see Burgess (1984);
Zanardo (1991); Gabbay et al. (1994); Finger et al. (2002); and
Hodkinson and Reynolds (2007). The Burgess-Xu axiomatic system and
some of its extensions are presented in the supplementary
document:})",null,logic_concept,[],1
"(:Concept {section: 4.3 The linear time temporal logic LTL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The most popular and widely used temporal logic in computer science is
the linear time temporal logic LTL, which was proposed in a seminal
paper by Pnueli (1977) and was first explicitly axiomatized and
studied in Gabbay et al. (1980). In LTL, the flow of time is viewed as
a discrete, linear sequence of time instants, which are taken to
represent successive states of a run of a computer system. To be more
precise, LTL is interpreted over the reflexive closure of the ordering
of the natural numbers \(\left\langle \mathbf{N},\leq\right\rangle,\)
and the language involves the operators \(G,\) \(X\), and \(U\) (no
past operators).})",null,logic_concept,[],1
"(:Concept {section: 4.3 The linear time temporal logic LTL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The logic LTL is very useful for expressing properties of infinite
computations in reactive systems, such as safety, liveness, and
fairness, as laid out in
 Section 11.1.
 For example, the specification “Every time when a message is
sent, an acknowledgment of receipt will eventually be returned, and
the message will not be marked ‘sent’ before the
acknowledgment of receipt is returned” can be formalized in LTL
as:})",null,logic_concept,[],1
